1,8.7667,5.45,5.8417,12.767,11.6,6.6167,6.2667,3.4083,23.783,12.87,8.3829,0.67796,0.11322,0.35603
1,6.85,5.9,5.575,10.8,9.5,4.825,4.975,5.275,24.137,13.539,8.4326,0.67933,0.11316,0.35604
1,4.5917,6.425,7.2,13.5,7.8917,3.5417,7.2333,10.083,24.866,14.322,8.5693,0.68074,0.11334,0.35623
1,4.175,5.7917,9.2083,14.842,9.2083,4.1083,8.6833,9.3417,25.316,15.154,8.9305,0.68214,0.11376,0.35662
1,3.925,6.35,9.575,13.925,12.45,4.875,8.7,4.625,26.285,15.89,9.2846,0.68356,0.11448,0.35717
1,4.1417,6.25,8.65,10.825,16.717,6.65,7.6333,4.375,27.261,16.577,9.3866,0.68507,0.1155,0.35786
1,3.825,8.2667,8.1917,13.1,19.633,8.4833,6.3,5.575,28.028,17.168,9.5271,0.68663,0.11676,0.35872
1,4.075,9.15,10.625,22.95,19.275,7.55,7.6,6.325,28.629,17.718,10.119,0.68821,0.11822,0.35975
1,3.7917,9.8083,10.533,19.283,17.5,8.4,13.308,7.7583,28.825,17.912,10.955,0.68975,0.11974,0.36093
1,4.2833,9.55,12.6,18.233,18.975,9.3833,16.558,9.5417,29.391,18.004,11.771,0.69114,0.12114,0.36219
1,4.325,9.175,14.875,25.2,19.45,10.45,14.275,8.575,30.465,18.237,12.35,0.69231,0.12227,0.36351
1,3.9583,9.2,16,27.442,18.85,11.7,14.442,9.225,31.728,18.527,12.804,0.69324,0.12305,0.36486
1,3.8333,10.042,12.167,27.575,20.458,12.208,14.783,8.7583,32.775,18.914,13.171,0.69396,0.12343,0.36623
1,4.3,11.1,9.975,27.425,17,11.9,22.7,13.65,33.771,19.432,13.573,0.6945,0.12339,0.36758
1,4.3667,12.542,11.575,30.783,15.625,11.592,19.558,11.85,30.802,16.663,11.994,0.69458,0.12206,0.36863
1,5.9583,10.583,11.25,33.025,18.65,14.317,26.892,15.9,27.092,16.72,9.7878,0.69397,0.1202,0.36904
1,6.625,10.725,12.975,35.05,23.025,16.05,27.875,18.775,23.741,15.68,9.4441,0.69418,0.11886,0.36898
1,6.7167,8.4167,14.125,39.292,29.642,16.9,28.075,15.833,20.071,13.24,8.4092,0.69314,0.11773,0.36934
1,6.9917,9.9167,17.3,38.95,30.792,14.408,20.267,13.658,17.972,12.084,7.9408,0.69081,0.11608,0.37043
1,8.2,11.825,14.65,39.375,26.85,12.9,18.3,12.725,18.206,12.104,7.992,0.68831,0.11413,0.37158
1,6.0917,15.025,11.983,32.283,21.517,12.617,18.15,14.158,18.251,11.611,7.9702,0.68591,0.11189,0.37259
1,4.0583,12.142,11.375,36.083,22.808,12.658,21.308,12.225,18.072,10.896,7.8605,0.68335,0.10916,0.3735
1,4.575,13.45,12.875,39.75,26.525,12.05,22.9,11.325,17.962,10.171,7.7162,0.68067,0.10593,0.37429
1,4.025,14.283,11.108,37.967,21.033,10.6,19.675,12.492,17.567,9.4786,7.64,0.67787,0.10216,0.375
1,4.5667,13.067,12.117,27.2,18,9.0167,20.817,17.025,16.589,8.8117,7.8313,0.67487,0.097884,0.37569
1,5.8,13.15,10.975,21.225,19.75,10.45,21.65,18.8,15.922,8.1932,8.1076,0.67175,0.09322,0.37632
1,6.7333,9.0083,10.433,28.525,22.475,14.442,29.167,17.033,15.231,7.6207,7.9047,0.66858,0.088247,0.37688
1,6.2417,8.7917,10.275,27.85,20.917,13.375,30.208,16.317,15.003,7.4021,7.3675,0.66542,0.083137,0.37738
1,5.9,7.85,9.75,31.775,22.25,11,28.7,13.275,14.746,7.4105,6.7152,0.66236,0.078118,0.37788
1,5.325,7.7167,12.208,28.175,18.583,9.5417,29.15,12.733,13.794,7.2777,6.1357,0.65948,0.073333,0.37839
1,4.8167,8.775,11.967,30.2,21.55,13.25,30.325,11.917,12.654,7.0106,5.603,0.65685,0.068865,0.37892
1,5.425,13.475,15.075,34.8,23.1,12.75,39.075,17.65,11.565,6.5756,5.0936,0.65444,0.064729,0.37947
1,5.5917,12.608,18.192,36.592,23.408,13.883,38.175,20.042,10.521,6.0801,4.6491,0.65218,0.060918,0.38002
1,5.425,13.7,18.675,33.425,21.208,13.233,27.9,21.425,9.3532,5.3443,4.3156,0.6501,0.057438,0.38067
1,6.925,14.725,15.95,31.625,17.75,11.775,31.3,23.275,8.2531,4.8426,4.1764,0.64826,0.054237,0.38139
1,6.1583,16.975,13.208,31,19.875,13.075,32.183,17.992,7.1225,3.778,4.0817,0.64661,0.051428,0.38224
1,5.7333,18.375,15.108,25.192,19.242,16.45,29.633,15.767,5.9847,2.8526,3.899,0.64512,0.049096,0.38324
1,4.5,12.95,11.55,25.05,22.15,13.575,24.625,15.7,5.0943,2.2641,3.6428,0.64377,0.04715,0.38426
1,5.025,9.4167,9.5333,29.958,29.625,11.608,26,14.783,4.1736,1.9734,3.569,0.64259,0.045463,0.3853
1,7.4,13.8,17.533,51.125,43.958,13.3,24.45,17.075,3.5699,1.9338,3.5277,0.64157,0.043926,0.38632
1,10.9,14.9,22.9,46.125,32.25,13.275,29.9,21.75,3.0332,2.1186,3.4354,0.64068,0.042486,0.38725
1,10.458,13.883,22.183,35.867,22.217,12.433,40.758,25.825,2.7667,2.3989,3.2512,0.63991,0.04111,0.38805
1,11.533,14.083,20.05,28.958,22.225,11.267,27.908,17.508,2.4892,2.8404,2.9553,0.63922,0.03979,0.38865
1,10.975,18.875,21.55,32.35,22.4,15.4,22.3,9.95,2.5496,3.4213,2.6184,0.63862,0.038477,0.38899
1,9.4833,20.342,17.008,40.583,26.008,18.267,21.458,12.7,2.6189,4.2051,2.2354,0.6381,0.037093,0.38905
1,11.558,18.025,17.75,44.675,34.275,15.583,30.425,14.3,2.6426,5.201,1.9896,0.63771,0.035586,0.38874
1,14,16.65,19.475,49.15,32.25,15.375,41.725,15.75,2.6002,6.3002,1.7408,0.63748,0.033885,0.38801
1,12.208,13.217,28.183,47.108,24.533,12.825,35.725,12.317,2.6012,7.3623,1.6101,0.63746,0.031916,0.38692
1,10.35,12.092,27.117,48.375,33.083,15.008,23.958,12.8,2.8699,8.1771,1.5816,0.63767,0.029751,0.38552
1,12,11.75,28.35,46.525,40.675,15.8,26.825,19.6,3.0527,8.8395,1.617,0.63807,0.027633,0.38383
1,13.017,15.5,26.642,42.392,38.075,16.117,17.983,18.058,3.2439,9.4307,1.7112,0.63862,0.025593,0.38195
1,17.625,16.358,23.758,48.183,31.95,17.225,21.025,18.617,3.2792,10.083,1.7388,0.63927,0.023728,0.3799
1,19.55,20.3,22,44.8,36.5,22.75,32.225,17.675,3.6793,10.543,1.7289,0.6401,0.02202,0.37774
1,20.15,19.975,19.825,33.05,34.625,21.7,28.2,15.192,4.3141,10.591,1.6337,0.6411,0.020361,0.37553
1,14.942,17.408,19.633,24.9,30.175,20.917,25.983,16.933,4.9239,10.7,1.5768,0.64229,0.018665,0.37323
1,13.225,15.4,20.25,41.65,41.7,23.9,18.225,15.1,5.4434,10.95,1.6242,0.64367,0.017007,0.37083
1,15.725,19.5,20.108,52.417,48.683,24.25,19.717,16.692,6.5743,10.883,1.791,0.64539,0.01527,0.36841
1,16.817,19.933,21.367,46.867,42.767,28.175,17.558,16.75,7.3844,10.755,1.8977,0.64736,0.013472,0.36599
1,16.575,17.8,17.525,52.025,41.15,20.9,20.45,15.525,9.282,10.772,2.1672,0.64971,0.011848,0.36352
1,19.675,14.433,18.442,57.042,41.333,16.017,17.592,13.608,11.374,10.999,2.4678,0.65251,0.010761,0.36111
1,20.908,12.292,21.825,53.517,47.45,19.492,17.942,16.233,13.939,10.978,2.8336,0.65589,0.0103,0.35879
1,22.175,13.5,18.575,55.05,43.95,25.925,14.575,16.45,16.027,10.987,2.9238,0.65981,0.010482,0.35664
1,18.425,16.2,14.692,39.583,21.15,20.783,17.1,14.358,17.53,10.977,3.2867,0.66405,0.011312,0.35467
1,20.133,17.875,14.542,43.617,20.675,18.825,16.258,22.942,18.909,10.651,3.5533,0.66859,0.012818,0.35287
1,18.85,17.725,14.975,43.175,24.6,14.9,18.75,24.575,19.855,10.046,3.9973,0.67317,0.014941,0.35128
1,16.567,13.525,15.933,44.242,28.025,14.233,19.508,21.942,22.429,9.3133,4.569,0.67797,0.017903,0.3499
1,25.308,19.392,15.333,34.817,19.133,10.3,25.067,18.108,24.117,8.7591,5.0965,0.68293,0.021723,0.34878
1,37.475,25.325,17.625,36.925,26.15,8.275,26.225,18.625,25.08,8.2629,5.5525,0.68784,0.02617,0.34793
1,31.425,25.25,20.55,40.675,26.483,10.125,24.05,19.65,25.41,8.2148,5.7204,0.69254,0.030852,0.34752
1,16.683,20.1,24.667,45.083,32.058,13.15,21.692,27.333,25.413,8.3903,5.7492,0.69691,0.035618,0.3476
