timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1523946837128945,0,-7,-17,17,44,30,15,6
1523946837128945,13,3,5,-77,-56,-24,-7,9
1523946837135962,4,19,38,67,14,7,16,13
1523946837135962,3,11,18,0,2,6,-1,2
1523946837152004,0,-19,-24,-24,32,-15,2,4
1523946837152004,-8,-14,9,-3,-38,0,10,-10
1523946837154010,-11,-10,-15,-16,1,5,-14,-18
1523946837154010,-3,-5,-27,-6,-25,0,6,-3
1523946837167045,-6,6,11,-2,11,1,10,2
1523946837167045,8,10,7,38,30,10,2,3
1523946837173059,-1,-6,-10,-11,-25,-16,-9,-1
1523946837173059,-3,-2,2,10,27,23,4,-4
1523946837189103,-5,0,10,-1,-37,-16,-9,-12
1523946837189103,-11,-11,-34,0,42,32,-1,-4
1523946837196122,-3,2,22,-4,-35,-23,-16,-2
1523946837196122,8,-3,1,-1,1,-12,-11,-8
1523946837212166,3,1,21,-4,-27,-11,-11,4
1523946837212166,-1,-6,-7,18,13,-20,-16,-7
1523946837214170,-6,-7,-12,-30,-7,14,-5,-3
1523946837214170,-3,-5,-4,9,77,25,13,7
1523946837226203,5,0,-9,8,-7,-15,-22,-7
1523946837226203,-16,-2,13,-9,-49,-18,-5,-5
1523946837233222,14,11,17,-8,-6,1,-5,8
1523946837233222,-3,-5,-4,22,4,-2,-12,-9
1523946837249264,-3,5,8,-55,-56,8,15,1
1523946837249264,16,11,6,11,31,-2,6,21
1523946837256280,6,-2,1,2,-6,15,10,8
1523946837256280,-19,1,23,13,-11,-15,3,-20
1523946837272325,3,11,34,6,8,13,0,5
1523946837272325,8,-5,-7,15,-34,-17,10,6
1523946837274333,6,3,-6,-19,39,42,19,14
1523946837274333,1,-6,-27,-16,-46,-3,-6,-2
1523946837286361,-8,-8,-3,3,33,-6,-14,-9
1523946837286361,-1,8,18,17,-29,-16,2,-4
1523946837293381,-8,-1,5,6,42,0,-8,-19
1523946837293381,-4,-4,-16,-12,2,-11,-14,2
1523946837309423,6,6,-3,15,0,19,-1,7
1523946837309423,0,5,4,-9,-16,-18,4,2
1523946837316444,-3,-11,-9,0,-7,-23,-11,-12
1523946837316444,-5,6,6,5,24,12,-7,6
1523946837332485,-2,-4,-8,-16,-37,0,3,-1
1523946837332485,-2,-6,-7,6,12,-18,-14,-3
1523946837333487,-4,0,-3,7,13,19,-3,-3
1523946837333487,2,-3,-2,1,41,-19,-4,4
1523946837346522,6,5,4,24,50,-19,-3,3
1523946837346522,-12,-17,-30,-14,-12,26,-7,-13
1523946837353542,-2,-3,-13,25,-31,-27,-6,3
1523946837353542,-1,-11,-8,-53,-79,-18,-11,-7
1523946837368582,-14,-11,-16,25,31,15,4,-8
1523946837368582,1,6,6,0,-4,-8,-6,-1
1523946837375599,2,9,-1,-17,-17,-10,8,15
1523946837375599,6,2,11,16,-7,9,3,1
1523946837392645,4,-2,-7,-12,-20,4,3,-1
1523946837392645,-6,-7,-21,-9,-42,12,3,1
1523946837393647,-5,-12,-33,-1,22,14,-3,-14
1523946837393647,3,0,-3,6,-15,0,5,0
1523946837406681,10,18,22,21,60,28,12,19
1523946837406681,7,7,18,1,-7,3,20,11
1523946837413702,-16,-4,-10,-8,-34,6,-2,-2
1523946837413702,4,2,-5,9,23,2,-2,-6
1523946837428744,-13,-12,-18,-27,-19,-23,-16,-15
1523946837428744,6,9,6,1,26,-3,-5,3
1523946837435760,6,-2,-1,13,-34,14,11,10
1523946837435760,4,-2,-3,-10,23,7,7,-1
1523946837451802,-6,-8,-26,-20,-26,-10,-4,-8
1523946837451802,-7,-2,13,5,-35,-14,-10,-7
1523946837453806,-7,-14,-32,-18,11,-36,-18,-13
1523946837453806,0,-3,-12,-1,-13,-11,-13,-2
1523946837466842,-4,3,12,0,13,4,2,-6
1523946837466842,-3,-9,-20,-5,3,-15,-6,-2
1523946837472859,-3,-2,0,6,-19,-23,-13,-7
1523946837472859,4,8,18,25,42,29,27,16
1523946837488901,1,-16,-27,-9,-33,-24,-12,-3
1523946837488901,-5,-1,1,-17,4,-1,-1,-9
1523946837495919,5,6,16,23,62,6,19,19
1523946837495919,4,3,-1,-21,-87,-19,-4,1
1523946837511962,1,3,-1,9,10,13,4,4
1523946837511962,2,-10,-20,10,31,0,-9,-2
1523946837513966,23,5,13,-5,2,6,14,7
1523946837513966,-27,-11,-19,-7,-16,-8,-3,-11
1523946837527001,0,3,12,6,22,21,-11,-6
1523946837527001,4,-2,-15,-5,-49,-10,5,-1
1523946837533019,16,2,1,11,27,-5,1,6
1523946837533019,-24,-23,-39,-19,5,1,-14,-16
1523946837549061,-4,0,20,5,29,0,-5,-9
1523946837549061,-3,6,-3,-2,-21,-7,-5,-2
1523946837556080,4,-1,10,-10,-41,14,-5,-5
1523946837556080,14,11,27,21,8,10,19,21
1523946837572124,-10,-7,-11,-25,-2,2,-2,-5
1523946837572124,3,-4,-6,31,-25,-2,-3,3
1523946837574132,-8,-1,-7,-8,3,-13,-11,-8
1523946837574132,4,6,20,3,3,10,5,2
1523946837586159,17,-1,1,0,-26,-8,8,12
1523946837586159,-10,-4,1,-10,29,1,-5,-5
1523946837593177,-1,-8,-23,-17,-80,-16,-11,-9
1523946837593177,-6,5,12,21,66,13,4,8
1523946837609220,-8,-3,-5,7,17,32,11,-18
1523946837609220,-5,-6,-9,-26,-41,6,-2,2
1523946837616238,-5,-1,14,-8,42,-31,-15,-3
1523946837616238,8,5,3,30,-14,5,1,-2
1523946837632282,4,5,9,-14,-50,-59,-13,3
1523946837632282,-5,-12,-25,-8,68,31,-3,-9
1523946837634286,-20,-9,-11,-5,-48,11,10,-14
1523946837634286,13,-12,-18,6,-16,-3,-17,-5
1523946837646319,-8,4,4,-10,-78,-31,-6,-5
1523946837646319,7,9,16,12,-2,4,12,14
1523946837655345,-8,-15,-19,11,73,-19,-9,-4
1523946837655345,5,4,4,-18,-16,-28,-7,-1
1523946837669379,14,0,-1,10,-13,27,14,15
1523946837669379,2,2,6,-4,-12,-23,4,3
1523946837675405,-12,0,2,-2,4,25,4,-2
1523946837675405,18,-1,4,-7,4,3,-4,-11
1523946837692441,-13,-6,-15,0,-3,-24,-11,-2
1523946837692441,26,8,22,2,33,5,13,43
1523946837693445,14,-5,-7,8,-12,1,-2,4
1523946837693445,-33,-7,-13,-25,-34,6,-11,-24
1523946837714509,2,-1,-3,6,3,-5,-5,-25
1523946837714509,-8,-7,-15,-8,7,-9,-13,-17
1523946837716504,6,11,8,15,20,23,8,3
1523946837716504,-3,2,-6,-19,-27,-14,-6,3
1523946837729540,23,7,23,20,26,24,26,53
1523946837729540,-17,1,-7,-15,-49,-18,-3,-5
1523946837735555,6,5,5,25,88,19,5,9
1523946837735555,-7,-14,-9,-17,-62,-11,-21,-18
1523946837752602,-14,2,8,-8,18,37,12,-2
1523946837752602,7,-3,-7,6,3,0,4,2
1523946837753604,-2,7,19,-18,-37,-6,-1,3
1523946837753604,-9,-3,0,28,35,5,-2,0
1523946837765634,6,11,22,11,-6,-12,-12,-9
1523946837765634,15,-3,-10,-7,18,4,-2,-24
1523946837774661,-22,-7,-6,-6,-17,8,7,27
1523946837774661,8,10,15,-8,-40,-36,6,9
1523946837788699,0,-15,-31,-3,27,-2,4,-1
1523946837788699,-18,-10,-17,3,9,4,-19,-59
1523946837803738,37,10,3,-5,-60,-3,4,28
1523946837803738,7,4,-2,5,55,12,21,9
1523946837812764,-15,-8,1,-9,-42,-22,-20,-8
1523946837812764,-9,-7,-14,-7,-29,11,-5,-5
1523946837813764,-2,0,6,18,82,25,5,-19
1523946837813764,-7,2,24,1,-1,0,-3,-9
1523946837825798,23,3,-9,1,-10,-11,6,17
1523946837825798,-28,4,21,-3,3,12,1,-7
1523946837834819,2,-1,0,-24,-41,-30,-8,-10
1523946837834819,-4,-9,-26,0,14,7,-7,-9
1523946837848857,1,3,6,7,8,3,-1,-9
1523946837848857,5,-1,7,7,12,-20,-12,-1
1523946837855876,-33,-18,-25,-15,-16,16,-3,-30
1523946837855876,1,-11,-30,-5,10,13,4,25
1523946837871920,-4,-3,2,-4,28,-13,-7,-40
1523946837871920,7,-1,-18,8,-37,-5,0,22
1523946837873923,-7,6,19,-7,-17,-30,-7,-11
1523946837873923,-1,-10,-21,-4,-29,-23,-8,-2
1523946837885956,-4,0,-2,4,11,35,7,9
1523946837885956,3,4,5,10,36,23,6,2
1523946837894985,-2,-4,-4,-11,-36,-34,-10,-6
1523946837894985,-3,6,11,11,26,20,1,-1
1523946837909019,-12,-6,-15,0,-21,-8,-7,-14
1523946837909019,12,2,9,5,12,-9,0,16
1523946837916039,-2,-8,-33,-32,-88,-2,-7,-7
1523946837916039,-2,11,24,13,32,-9,5,18
1523946837931078,13,-6,-8,16,19,9,-6,-5
1523946837931078,-18,-19,-15,-32,14,-3,-2,-17
1523946837938094,8,-1,-14,11,-10,-6,1,5
1523946837938094,7,2,4,-17,-16,14,2,-7
1523946837946114,-5,1,4,4,-9,-51,4,10
1523946837946114,6,-1,-11,2,56,38,-6,9
1523946837955139,-4,5,5,8,60,2,7,1
1523946837955139,-5,-5,-2,-11,-27,-8,-8,-16
1523946837977199,-7,-4,-6,-1,-73,2,-8,-30
1523946837977199,12,3,-7,-2,-46,-32,1,68
1523946837979205,-4,7,27,10,32,35,20,-7
1523946837979205,-9,-6,11,9,5,-3,2,0
1523946837991237,3,-1,-10,-8,11,6,0,-8
1523946837991237,-6,-2,0,7,-9,-1,-3,-22
1523946837998256,7,-8,1,-9,-27,-2,-11,11
1523946837998256,2,6,-3,0,22,-4,3,11
1523946838006280,-19,-3,-18,-12,-2,-3,-10,-9
1523946838006280,6,-1,16,11,34,5,9,4
1523946838015301,4,0,5,7,7,-30,-6,6
1523946838015301,0,2,-4,-2,-56,50,3,-15
1523946838029342,-6,-1,20,12,33,17,18,18
1523946838029342,13,9,11,2,25,26,1,5
1523946838036354,-8,-7,-15,-7,-17,-49,-13,-11
1523946838036354,3,10,12,-1,-16,-4,-1,-8
1523946838051396,0,-23,-32,-5,8,-4,-13,10
1523946838051396,-40,-6,-14,-6,-39,-8,2,-33
1523946838058415,10,11,23,9,13,27,12,28
1523946838058415,-3,-18,-14,-1,-16,-14,-6,-5
1523946838065433,17,16,3,-12,-39,17,0,15
1523946838065433,15,10,16,21,41,-11,12,-11
1523946838074458,-33,-11,0,-7,6,-2,-19,-29
1523946838074458,5,-4,1,-3,15,-8,7,1
1523946838089496,-1,-3,-7,9,-14,-4,2,15
1523946838089496,18,4,13,-7,-32,-31,-17,0
1523946838095523,-14,-11,-3,8,8,24,14,0
1523946838095523,10,13,-2,-4,29,0,6,15
1523946838111560,-10,0,5,-8,-15,0,-6,-21
1523946838111560,-7,-5,-6,-13,-36,-17,-9,-8
1523946838118576,0,-16,-22,9,60,-2,-8,-4
1523946838118576,-13,-22,-35,-5,6,3,-4,-11
1523946838134615,1,-3,7,5,40,-11,0,4
1523946838134615,-1,6,7,-4,9,-19,-15,-4
1523946838136623,5,4,-6,-8,-36,12,4,-1
1523946838136623,-2,-4,4,8,-7,-32,-7,-3
1523946838148655,-11,-16,-22,-17,-1,28,-2,-8
1523946838148655,-1,6,2,8,-21,3,5,3
1523946838155672,10,3,5,-1,2,1,1,1
1523946838155672,-35,-7,-2,-9,-1,-7,-13,-8
1523946838171715,-11,10,11,4,-46,-25,-7,-3
1523946838171715,15,12,-7,16,41,19,14,27
1523946838178733,2,-24,-19,-7,-37,-2,-9,-21
1523946838178733,23,23,30,19,46,21,22,34
1523946838194777,1,-15,-20,-15,-27,-9,-3,-16
1523946838194777,-9,-13,-8,-19,-49,0,-5,-4
1523946838196782,14,11,17,13,33,-14,-7,9
1523946838196782,-19,-34,-34,-15,-45,-19,-18,-23
1523946838208816,-1,14,8,0,47,34,3,3
1523946838208816,15,7,12,8,28,-6,6,13
1523946838215834,-15,3,-11,-6,-29,-16,-9,-5
1523946838215834,26,11,18,3,-9,-16,-3,5
1523946838231876,-20,-9,3,-4,-3,1,3,4
1523946838231876,8,-21,-35,-7,-49,13,0,-17
1523946838237891,-5,17,18,-5,16,15,9,8
1523946838237891,-22,2,-15,5,22,-15,-13,-11
1523946838254937,9,2,3,-10,-29,-7,2,13
1523946838254937,-11,-5,-8,8,45,2,0,-1
1523946838256946,1,-4,-2,0,-3,0,-3,-15
1523946838256946,4,-7,8,0,6,7,2,24
1523946838268974,8,2,-8,-18,-36,-14,-3,-31
1523946838268974,-11,-5,-14,-5,-13,-1,-4,4
1523946838275993,6,-7,-7,-2,-3,-5,-7,-26
1523946838275993,-4,8,9,15,16,12,8,29
1523946838291042,0,-16,-13,-4,7,-9,3,1
1523946838291042,-2,-6,2,-8,-2,-2,-1,-1
1523946838298062,8,7,6,5,-6,16,16,16
1523946838298062,-1,-14,-22,-19,-42,-5,-18,-32
1523946838315098,4,6,8,11,42,-16,-3,22
1523946838315098,4,8,15,21,12,21,11,3
1523946838316099,-10,-21,-29,-45,-37,-2,1,4
1523946838316099,14,13,18,20,15,8,-3,-16
1523946838329134,-13,14,-2,-12,4,-7,1,5
1523946838329134,2,6,23,-1,-3,16,4,20
1523946838336152,2,0,-9,5,-6,-1,0,1
1523946838336152,-1,-11,-5,-10,10,6,2,14
1523946838351194,1,-3,-23,9,-16,4,1,-14
1523946838351194,-31,2,4,-7,-20,-23,-31,-57
1523946838358211,78,1,-10,9,33,15,37,87
1523946838358211,-42,12,18,-3,4,3,5,-44
1523946838374256,22,6,14,9,18,-1,-4,7
1523946838374256,-6,-18,-18,1,21,-19,-5,-9
1523946838376259,-19,7,20,-5,-48,3,-16,-8
1523946838376259,30,9,-7,-3,4,3,3,9
1523946838388292,0,8,4,11,23,4,7,15
1523946838388292,-7,-10,-9,-28,-3,-7,-3,5
1523946838397316,-7,-1,-5,5,4,8,1,-13
1523946838397316,2,-6,-9,5,-19,4,6,4
1523946838411359,-11,-1,15,-8,-19,-6,-9,-14
1523946838411359,14,-3,-7,7,-4,2,7,5
1523946838418374,-21,-9,-26,1,35,-8,-12,-19
1523946838418374,-7,4,7,-16,-28,-14,-7,-18
1523946838434414,5,-6,5,3,-15,-7,1,28
1523946838434414,-2,4,8,-4,-23,13,6,-8
1523946838436419,-10,5,7,6,-19,-23,-8,7
1523946838436419,-10,-6,-13,-3,28,4,7,18
1523946838449454,11,-2,-1,17,31,15,-9,-15
1523946838449454,-4,1,-1,-12,-45,-9,3,10
1523946838455470,-16,-3,-10,-4,-5,-7,-14,-31
1523946838455470,6,0,3,6,4,-9,-5,0
1523946838471513,-12,-23,-21,-1,-13,0,1,-6
1523946838471513,-7,-3,-12,1,5,-2,-2,-31
1523946838478531,-1,-1,8,1,2,0,-3,31
1523946838478531,4,1,5,-15,-33,-9,-4,-2
1523946838494575,6,13,23,18,51,-1,-1,5
1523946838494575,12,-5,-24,5,19,6,12,-11
1523946838496583,-26,8,16,-5,-25,-5,-6,-25
1523946838496583,14,6,18,10,3,-4,-1,-17
1523946838508613,-13,-10,-28,-17,-60,-1,1,18
1523946838508613,3,-15,-9,11,76,-7,-12,14
1523946838517634,-4,-6,4,-47,-57,-24,-12,-9
1523946838517634,-8,-8,-5,27,30,-4,20,-1
1523946838531674,-1,-1,6,2,79,70,17,-16
1523946838531674,13,4,-5,-10,-52,-6,2,48
1523946838538690,-17,-24,-28,4,11,5,-7,-17
1523946838538690,20,15,23,-18,-17,-23,-18,3
1523946838554735,-32,-9,-16,-30,-48,-31,-19,-20
1523946838554735,28,-3,7,20,26,7,9,-55
1523946838556739,-43,-3,-19,22,-3,4,-8,-41
1523946838556739,8,-1,5,-16,-28,-5,-4,17
1523946838568771,-6,-10,-35,18,45,-15,-8,-11
1523946838568771,-23,-17,-21,-18,-46,-14,-25,-12
1523946838577795,13,7,5,3,52,-8,2,-2
1523946838577795,-4,-28,-28,-21,-26,10,-4,-8
1523946838591835,0,3,15,3,41,10,-6,1
1523946838591835,-20,-8,-10,-22,-21,-15,-7,-12
1523946838597850,32,5,0,18,56,16,19,32
1523946838597850,-26,-3,-17,-7,-37,-3,-4,9
1523946838614895,16,-7,0,-7,-33,-16,-7,-42
1523946838614895,-18,-18,-25,5,1,-12,-16,13
1523946838615898,20,13,30,1,-27,21,20,-2
1523946838615898,21,26,-6,12,25,14,3,0
1523946838627928,-21,-13,-4,-26,-59,-35,-15,-6
1523946838627928,1,9,13,17,64,12,12,15
1523946838636952,-8,-4,-5,-16,-45,-24,-21,-18
1523946838636952,29,-14,-22,10,52,17,11,4
1523946838651993,3,2,-3,1,-4,-1,3,5
1523946838651993,-1,-3,0,8,-3,9,5,1
1523946838658010,-3,-5,-2,-10,4,2,-4,9
1523946838658010,1,28,47,26,-36,-43,-20,-5
1523946838675056,2,-7,-8,10,19,33,10,6
1523946838675056,-11,-6,-1,-16,-11,9,-18,-6
1523946838676060,-2,10,7,25,16,4,32,73
1523946838676060,-1,-4,-16,-17,9,-8,-15,-26
1523946838688092,28,10,19,6,-20,-7,13,8
1523946838688092,-5,2,5,-6,-30,-2,4,-26
1523946838697114,7,-5,-3,3,18,-4,-19,-4
1523946838697114,-12,-29,-37,-20,-4,12,0,-6
1523946838711154,-15,7,10,4,19,-6,0,9
1523946838711154,14,16,8,6,-36,-3,7,29
1523946838718168,-15,-18,-14,-9,23,10,-8,-29
1523946838718168,-13,-12,-5,6,56,14,8,0
1523946838735214,13,1,-5,1,-55,-10,-3,2
1523946838735214,-4,-13,-3,-15,-13,-17,-14,-20
1523946838736215,0,16,12,5,-11,-21,-17,-10
1523946838736215,-13,-30,-35,-14,35,51,30,7
1523946838748248,-17,0,-5,-14,-11,-9,-13,-13
1523946838748248,37,19,23,18,-38,-14,5,32
1523946838757275,-36,-6,-8,-6,9,16,17,-1
1523946838757275,-22,-23,-21,-9,29,-3,-19,-10
1523946838771312,15,7,-5,6,14,-24,-11,-14
1523946838771312,-35,3,6,-12,-7,7,9,-44
1523946838778331,26,-13,3,1,-20,-7,-10,-11
1523946838778331,2,33,23,15,-11,2,5,-8
1523946838795374,10,-9,2,7,1,13,3,14
1523946838795374,-3,7,-3,-17,-16,-10,-2,12
1523946838800387,6,-14,-16,-9,13,1,-9,0
1523946838800387,-5,4,1,12,3,7,5,6
1523946838808408,39,15,9,3,-10,-41,-28,9
1523946838808408,-62,-16,12,5,18,17,31,30
1523946838817432,22,14,-10,2,-21,2,11,11
1523946838817432,-16,-31,-26,-5,0,6,0,8
1523946838831468,1,-6,0,-13,5,13,19,12
1523946838831468,26,23,11,7,35,8,-12,-7
1523946838838489,-4,-2,6,4,-36,-14,-2,7
1523946838838489,-1,13,22,16,31,-7,-3,-14
1523946838853528,-7,-26,-38,-43,-45,-16,-2,7
1523946838853528,4,5,2,9,70,20,11,4
1523946838860549,-15,-15,-15,-6,-4,-2,-17,-28
1523946838860549,21,13,13,-6,-11,-6,17,35
1523946838868567,-7,14,15,11,-19,8,-4,-24
1523946838868567,17,-12,-17,-4,-12,5,-4,-17
1523946838877596,15,-3,-9,-14,-1,7,4,9
1523946838877596,-14,-14,-7,-15,-19,-21,-11,-37
1523946838891632,-34,18,34,7,-12,10,-2,-17
1523946838891632,5,-17,-17,-9,2,-15,-18,-20
1523946838898652,12,-9,-9,14,20,2,10,22
1523946838898652,10,13,-3,-4,-40,4,9,11
1523946838913689,-8,-21,-16,19,38,6,-9,-20
1523946838913689,8,2,-7,-1,-36,-24,-10,14
1523946838920709,4,-2,8,-10,-31,6,1,-14
1523946838920709,-1,-1,8,22,25,15,0,12
1523946838928729,-11,-12,-29,-10,18,-1,-2,-1
1523946838928729,4,11,20,17,4,8,0,5
1523946838937752,5,7,4,-2,22,-18,-18,-5
1523946838937752,-17,-22,-37,-55,-17,15,6,-24
1523946838951790,-38,-13,-8,-9,-17,6,-4,-11
1523946838951790,13,-7,-25,-7,8,-7,-2,-8
1523946838958808,-7,11,27,3,-30,-16,-10,-5
1523946838958808,3,8,7,16,25,6,-12,-13
1523946838973850,29,8,9,26,28,9,14,-1
1523946838973850,-20,-17,-35,-14,4,-9,-6,25
1523946838980872,-12,-4,1,-52,-19,3,3,-18
1523946838980872,11,17,0,-72,-20,-19,-4,29
1523946838988888,-23,-14,-9,20,-19,-7,-4,-11
1523946838988888,13,-2,1,56,-12,8,5,15
1523946838996911,-8,-4,-4,127,45,3,-2,0
1523946838996911,12,15,41,120,6,-9,-13,-7
1523946839011951,30,-10,-5,19,17,5,23,48
1523946839011951,-27,4,-8,-41,-3,5,-5,0
1523946839017967,-36,-11,-17,-52,4,-1,4,16
1523946839017967,14,-3,12,-75,-24,-10,-9,-56
1523946839034008,7,3,-20,-88,-43,-8,-13,1
1523946839034008,-4,-13,-1,-76,7,-4,2,-16
1523946839041025,2,-12,-35,-38,13,1,-11,-4
1523946839041025,11,2,13,28,-7,-26,-3,28
1523946839057073,-4,10,13,24,-7,-1,0,24
1523946839057073,28,8,19,71,-23,3,4,-18
1523946839059075,-29,-25,-33,69,28,17,3,-37
1523946839059075,15,-6,-2,71,46,1,-5,9
1523946839071110,-62,11,8,36,20,0,8,-22
1523946839071110,-4,5,-2,-30,-30,2,4,5
1523946839079131,23,13,31,-40,15,-6,4,8
1523946839079131,0,-24,-28,-61,-40,13,-2,-4
1523946839094167,22,-7,-14,-39,3,-13,-10,-8
1523946839094167,9,-6,-3,-43,-7,-6,-2,4
1523946839101188,-22,12,2,-57,-27,-20,-15,-20
1523946839101188,-25,-25,-25,-8,22,20,22,11
1523946839117228,27,13,17,-3,14,11,-1,16
1523946839117228,-6,-6,-5,-39,9,-1,-3,-27
1523946839119234,-18,2,2,42,-6,4,7,-2
1523946839119234,-1,0,7,56,-38,-16,-15,2
1523946839131266,-5,-3,-7,33,5,-1,-6,8
1523946839131266,24,2,2,36,18,8,18,-6
1523946839138289,25,14,15,-51,-11,1,1,10
1523946839138289,-25,-6,-11,-40,0,-7,-10,-18
1523946839154329,38,1,3,-16,2,7,8,13
1523946839154329,-13,2,11,26,13,-2,-8,-7
1523946839161349,19,3,4,14,-43,-9,-10,-3
1523946839161349,3,3,7,26,20,27,21,-3
1523946839177390,3,-26,-38,19,14,-17,-12,-15
1523946839177390,-2,-5,0,21,4,0,-1,-11
1523946839178394,-7,12,15,-33,-13,-3,-5,5
1523946839178394,19,8,-14,-45,-39,-19,2,15
1523946839191428,-15,-5,-2,-40,13,14,9,1
1523946839191428,-6,-14,-36,-60,-6,-2,-9,8
1523946839198447,23,2,12,31,-37,10,13,23
1523946839198447,-14,8,19,56,33,-6,-6,-9
1523946839214493,3,6,8,28,-38,-9,-6,-6
1523946839214493,-31,-5,12,13,-19,-10,-9,-13
1523946839220504,4,-10,-3,-13,41,3,-2,-14
1523946839220504,-6,3,13,-11,-29,-4,-9,10
1523946839237563,-15,-6,-9,7,25,9,0,-28
1523946839237563,17,9,5,48,8,10,28,77
1523946839238552,4,26,1,-7,9,-8,-5,6
1523946839238552,11,-27,10,-12,8,4,-2,-29
1523946839251586,1,-6,-26,8,8,-3,3,18
1523946839251586,-18,6,10,-4,-10,2,-12,-22
1523946839258609,1,-11,-14,1,-14,-12,0,-14
1523946839258609,28,17,30,7,13,2,-5,27
1523946839273650,-50,-27,-38,-10,2,20,18,-11
1523946839273650,9,-14,1,29,17,-6,-2,-5
1523946839280672,-2,-1,-12,11,2,9,1,6
1523946839280672,-29,17,-19,-16,-6,-6,-13,-4
1523946839298711,21,6,16,-6,-4,-14,-6,10
1523946839298711,-9,-10,-21,-4,-16,-6,-13,-21
1523946839299714,-6,-1,19,38,26,7,9,-7
1523946839299714,-2,11,23,-20,-46,0,8,-6
1523946839310743,8,-9,-2,16,-12,14,-6,2
1523946839310743,1,4,-15,-19,25,20,5,18
1523946839319767,11,0,9,1,4,-10,-3,4
1523946839319767,-9,-15,-10,13,13,-6,-1,-8
1523946839333807,-9,7,30,34,20,-11,-5,-16
1523946839333807,-1,-4,-4,58,-42,-15,-16,-15
1523946839340827,1,-4,-4,49,22,-7,8,15
1523946839340827,-11,-1,-16,-31,15,13,-2,-2
1523946839356871,3,5,9,-63,-65,-21,6,3
1523946839356871,6,7,-1,-59,-41,-27,-15,7
1523946839358873,12,-8,-15,-63,-13,58,14,15
1523946839358873,-14,6,1,52,-4,-17,-9,14
1523946839370905,4,-1,16,54,0,-27,-14,-10
1523946839370905,-4,-14,-28,-14,-12,-18,-9,-8
1523946839379931,-4,-3,0,-45,32,-4,2,-18
1523946839379931,-6,0,11,-49,22,2,-4,-6
1523946839393965,15,13,15,-95,23,0,12,19
1523946839393965,-9,-5,-9,-4,22,-7,-9,-10
1523946839400982,-7,-7,-18,-26,-36,-17,-15,-17
1523946839400982,12,7,-2,-3,-16,-18,19,27
1523946839417028,-7,-7,-18,1,-43,-19,-19,0
1523946839417028,14,7,17,28,12,33,13,-17
1523946839419030,-15,-7,12,0,10,16,-3,17
1523946839419030,0,1,22,11,31,-16,-11,-14
1523946839431064,-1,1,-9,9,49,44,13,4
1523946839431064,5,-3,14,5,8,-26,-6,-3
1523946839440089,-7,-7,-31,-15,36,68,12,-11
1523946839440089,-3,0,-18,22,-38,-28,6,-4
1523946839454127,26,10,2,62,-44,-30,-8,7
1523946839454127,-37,-10,-41,27,-70,-26,-14,-8
1523946839461152,10,-15,-24,38,-74,-40,-12,4
1523946839461152,-37,0,11,30,-34,11,2,-25
1523946839477190,-2,-5,30,-24,20,-3,-14,-18
1523946839477190,9,6,18,-44,70,27,27,26
1523946839479191,8,5,-20,47,54,-14,-5,5
1523946839479191,5,-11,-38,27,-16,9,-4,3
1523946839491225,-12,-12,-8,-12,8,-2,-3,-13
1523946839491225,-3,4,11,-54,7,6,-1,-1
1523946839500247,0,9,28,-93,3,-5,6,5
1523946839500247,0,6,16,-128,-3,3,1,-4
1523946839514285,5,2,-14,-42,-10,5,8,5
1523946839514285,15,13,28,26,-33,-8,-1,12
1523946839521303,-4,-6,3,39,-2,0,6,1
1523946839521303,18,-8,-30,63,27,9,-6,2
1523946839537346,-47,-13,-31,48,-13,-5,-7,-31
1523946839537346,2,-7,-10,20,12,5,7,7
1523946839538348,3,4,27,29,-20,-22,-9,27
1523946839538348,12,3,9,25,-7,5,-4,-11
1523946839550381,8,0,5,12,-16,-10,11,14
1523946839550381,-18,-10,-8,-10,10,5,-21,-18
1523946839560409,-3,1,0,14,-1,24,13,-33
1523946839560409,18,0,-9,0,-2,8,-2,24
1523946839574445,-23,-4,-3,-15,6,4,-3,1
1523946839574445,21,18,20,-1,13,6,1,-12
1523946839580463,-15,-2,0,1,-15,-24,-16,-32
1523946839580463,17,3,-7,-7,6,3,22,54
1523946839597508,5,-4,-6,-18,1,8,-1,-6
1523946839597508,10,0,13,8,-26,-14,8,50
1523946839598508,-12,-5,-14,-5,3,-15,-17,-44
1523946839598508,9,-1,2,-3,4,6,-2,13
1523946839610541,28,-7,-11,-8,7,5,10,26
1523946839610541,-41,2,12,2,-14,10,11,-15
1523946839619565,8,-4,-20,-6,3,-12,-6,8
1523946839619565,-20,-11,7,3,-12,-14,-17,-24
1523946839634605,18,13,13,2,14,7,-3,28
1523946839634605,-11,-8,-15,-4,1,2,-2,-25
1523946839640621,10,9,15,6,-12,-13,12,66
1523946839640621,-8,-9,-21,-11,12,-1,-21,-67
1523946839656665,-28,-4,3,3,-20,-11,-12,-27
1523946839656665,76,8,-3,-6,-1,18,21,80
1523946839658669,-108,-19,-26,-8,-26,-25,-32,-27
1523946839658669,61,44,28,-7,9,14,46,43
1523946839670701,-48,-68,-50,2,-5,-21,-26,-67
1523946839670701,10,16,19,0,2,-11,-19,-14
1523946839679728,1,-14,-20,7,3,1,-21,-5
1523946839679728,-9,0,15,18,6,13,11,16
1523946839693769,16,10,-14,-23,3,16,9,-20
1523946839693769,-21,-15,-14,1,19,8,16,-8
