timestamp,x,y,z
1523946833326835,0.239746,-1.02148,-0.0844727
1523946833341876,0.234863,-1.0166,-0.0869141
1523946833363934,0.239258,-0.991699,-0.0766602
1523946833386996,0.247559,-1.0083,-0.0893555
1523946833403037,0.25293,-1.00732,-0.0854492
1523946833424094,0.272949,-0.961426,-0.0869141
1523946833446152,0.255859,-0.994141,-0.0825195
1523946833463198,0.275391,-1.00391,-0.0844727
1523946833484253,0.283691,-0.951172,-0.065918
1523946833506313,0.269531,-0.961426,-0.09375
1523946833523369,0.282715,-1.01367,-0.0737305
1523946833544415,0.299316,-0.991211,-0.0585938
1523946833566475,0.279785,-0.942383,-0.0664063
1523946833583518,0.282227,-0.969727,-0.0732422
1523946833604574,0.308594,-0.998047,-0.0654297
1523946833634656,0.286133,-0.976563,-0.0742188
1523946833642675,0.285645,-0.98584,-0.0634766
1523946833665740,0.275391,-0.980957,-0.0639648
1523946833686793,0.266113,-0.974121,-0.0649414
1523946833702834,0.266113,-0.995605,-0.0615234
1523946833723892,0.293457,-0.995605,-0.0668945
1523946833746955,0.298828,-0.98877,-0.0561523
1523946833762994,0.293457,-1.00586,-0.065918
1523946833784050,0.304688,-1.01172,-0.0556641
1523946833806109,0.306152,-0.995117,-0.0625
1523946833823156,0.310547,-1.00391,-0.0581055
1523946833844214,0.307129,-1.021,-0.0644531
1523946833866271,0.308105,-1.01904,-0.0615234
1523946833883318,0.308594,-0.99707,-0.0629883
1523946833904371,0.300293,-0.979492,-0.0751953
1523946833926429,0.288574,-0.987305,-0.0703125
1523946833942471,0.286621,-0.996582,-0.0654297
1523946833964531,0.291016,-0.996582,-0.0698242
1523946833986589,0.29834,-0.997559,-0.0727539
1523946834002632,0.288574,-0.995117,-0.0874023
1523946834023688,0.290039,-0.984863,-0.0703125
1523946834046751,0.293457,-0.976074,-0.0664063
1523946834062793,0.289551,-1.00293,-0.0610352
1523946834083850,0.294434,-1.01074,-0.0512695
1523946834106908,0.29248,-0.972656,-0.0454102
1523946834121949,0.280762,-0.970703,-0.0556641
1523946834144022,0.281738,-1.00098,-0.0541992
1523946834167069,0.298828,-0.992188,-0.0517578
1523946834182109,0.29541,-0.979492,-0.0585938
1523946834204168,0.29248,-0.982422,-0.0493164
1523946834226226,0.291992,-0.984863,-0.0522461
1523946834242269,0.29834,-0.981445,-0.0458984
1523946834265334,0.29541,-0.994141,-0.0415039
1523946834286387,0.291504,-0.991699,-0.0419922
1523946834302429,0.285645,-0.980469,-0.0371094
1523946834325490,0.28125,-0.986816,-0.0385742
1523946834346545,0.272461,-0.991699,-0.0356445
1523946834362591,0.26709,-0.989746,-0.0444336
1523946834385652,0.268066,-0.999023,-0.0371094
1523946834406706,0.265625,-1.00488,-0.0473633
1523946834422748,0.258789,-1.00098,-0.0439453
1523946834445810,0.258301,-0.997559,-0.0473633
1523946834466867,0.256348,-1.00537,-0.043457
1523946834482910,0.252441,-1.00391,-0.0493164
1523946834505970,0.252441,-1.00781,-0.0488281
1523946834527029,0.254883,-1.00781,-0.0473633
1523946834542067,0.253418,-1.00146,-0.0449219
1523946834565128,0.258789,-1.00879,-0.0424805
1523946834586183,0.255859,-1.01465,-0.043457
1523946834602225,0.257813,-1.0083,-0.0356445
1523946834625286,0.26123,-1.00342,-0.0385742
1523946834646344,0.25293,-1.00928,-0.0322266
1523946834669404,0.246094,-1.00684,-0.0385742
1523946834685446,0.245117,-0.997559,-0.0361328
1523946834706504,0.23877,-0.993652,-0.0405273
1523946834729564,0.234863,-1.00537,-0.034668
1523946834745606,0.22998,-1.00732,-0.03125
1523946834766664,0.229004,-1.00928,-0.0380859
1523946834788723,0.220703,-1.01709,-0.0415039
1523946834805767,0.220703,-1.02295,-0.0444336
1523946834826825,0.242676,-1.03271,-0.0537109
1523946834848900,0.231445,-1.05078,-0.0527344
1523946834865929,0.213379,-1.06445,-0.027832
1523946834886983,0.195313,-1.08301,0.015625
1523946834909042,0.1875,-1.08545,0.0444336
1523946834925083,0.177734,-1.11035,0.0537109
1523946834947150,-1.68652,-13.1455,-7.08984
1523946834969202,-1.28223,4.48633,-4.19092
1523946834985246,-0.186523,-1.11572,1.08643
1523946835006300,0.391602,-1.51807,0.485352
1523946835029360,0.987305,-1.17383,0.695801
1523946835045406,0.132813,-1.55762,0.0356445
1523946835066459,-0.179688,-0.986816,0.177246
1523946835089522,0.30957,-0.96875,-0.10791
1523946835104561,0.39502,-0.875,0.0249023
1523946835126625,0.423828,-1.1333,-0.0708008
1523946835148683,0.268066,-0.97998,-0.0268555
1523946835164720,0.318359,-0.951172,-0.0463867
1523946835186780,0.304688,-0.990234,-0.0229492
1523946835208838,0.280762,-0.961426,-0.0205078
1523946835224881,0.26416,-0.96875,-0.0483398
1523946835247945,0.257813,-0.987793,-0.0541992
1523946835268999,0.281738,-0.994629,-0.0791016
1523946835285042,0.26416,-0.953125,-0.105957
1523946835308101,0.245605,-0.97998,-0.119629
1523946835329159,0.233398,-0.986816,-0.117676
1523946835345202,0.225586,-0.984375,-0.130371
1523946835368263,0.208008,-0.980469,-0.120117
1523946835389320,0.197754,-0.984375,-0.122559
1523946835404357,0.199707,-0.975098,-0.116699
1523946835428424,0.211426,-0.962402,-0.12793
1523946835449479,0.213379,-0.977051,-0.13916
1523946835464521,0.20166,-0.996582,-0.124512
1523946835487581,0.188477,-0.985352,-0.117188
1523946835516664,0.174316,-1.00928,-0.115234
1523946835524677,0.172363,-1.0293,-0.108887
1523946835547742,0.178223,-1.04932,-0.111816
1523946835568796,0.183594,-1.06006,-0.104004
1523946835584838,0.186523,-1.03809,-0.109375
1523946835607899,0.177246,-1.03955,-0.0952148
1523946835628956,0.178711,-1.03613,-0.104492
1523946835644999,0.193359,-1.04688,-0.100098
1523946835668060,0.20166,-1.05469,-0.108398
1523946835689116,0.192871,-1.05127,-0.108887
1523946835705158,0.20752,-1.01904,-0.111816
1523946835728219,0.208008,-1.02734,-0.134277
1523946835749276,0.209473,-1.04639,-0.135742
1523946835765318,0.207031,-1.02783,-0.127441
1523946835788378,0.210938,-1.00391,-0.138184
1523946835809440,0.200195,-1.01709,-0.132813
1523946835825488,0.21875,-1.01953,-0.115234
1523946835848540,0.214844,-1.0083,-0.10498
1523946835869596,0.231445,-0.987305,-0.111816
1523946835884634,0.245605,-1.01025,-0.100586
1523946835907697,0.254395,-1.00195,-0.101074
1523946835928752,0.259277,-0.998535,-0.0981445
1523946835944795,0.263672,-0.990234,-0.102051
1523946835969861,0.269043,-0.994141,-0.109863
1523946835988912,0.258789,-0.99707,-0.109375
1523946836004956,0.253418,-0.990723,-0.111328
1523946836027014,0.250488,-0.96875,-0.111816
1523946836049078,0.241211,-0.984375,-0.113281
1523946836065114,0.234863,-0.992188,-0.115234
1523946836087172,0.221191,-0.999512,-0.120117
1523946836109236,0.206543,-0.984863,-0.116211
1523946836125278,0.197266,-0.98291,-0.117676
1523946836147335,0.182617,-0.983887,-0.105469
1523946836169391,0.180664,-0.990234,-0.103516
1523946836191452,0.172852,-1.02197,-0.097168
1523946836207493,0.205566,-1.02588,-0.0830078
1523946836230556,0.235352,-1.02881,-0.074707
1523946836251613,0.25293,-1.0293,-0.0737305
1523946836267653,0.28418,-0.99707,-0.0756836
1523946836290714,0.304199,-0.993652,-0.0771484
1523946836311773,0.314453,-1.0166,-0.0654297
1523946836327813,0.317871,-1.02051,-0.0605469
1523946836350877,0.313477,-0.993652,-0.0654297
1523946836371931,0.321777,-0.990723,-0.0629883
1523946836386970,0.326172,-0.990234,-0.0585938
1523946836411034,0.337402,-0.971191,-0.0517578
1523946836432094,0.352539,-0.996094,-0.0581055
1523946836447134,0.348633,-0.995117,-0.0634766
1523946836470192,0.330566,-0.978516,-0.0610352
1523946836491251,0.322754,-0.972656,-0.0463867
1523946836507290,0.310059,-0.983887,-0.0390625
1523946836530354,0.294922,-0.970215,-0.0478516
1523946836551409,0.293457,-0.966797,-0.0463867
1523946836567450,0.303711,-0.970215,-0.0400391
1523946836590510,0.331055,-0.991699,-0.0541992
1523946836611567,0.330078,-0.993652,-0.0454102
1523946836627611,0.321289,-0.98877,-0.0454102
1523946836650672,0.29834,-0.970703,-0.0356445
1523946836671728,0.283691,-0.966309,-0.0292969
1523946836687770,0.265625,-0.974121,-0.0239258
1523946836710832,0.26709,-0.975098,-0.0151367
1523946836730887,0.277344,-0.976563,-0.0166016
1523946836746928,0.29248,-0.977051,-0.0268555
1523946836769989,0.294434,-0.983398,-0.019043
1523946836792049,0.304199,-0.98877,-0.0219727
1523946836807087,0.308105,-0.97168,-0.0166016
1523946836831151,0.314941,-0.958008,-0.0327148
1523946836852206,0.316895,-0.997559,-0.0166016
1523946836867246,0.320801,-1.00879,-0.0175781
1523946836890308,0.325684,-0.980469,-0.00439453
1523946836911367,0.321289,-0.970703,-0.00732422
1523946836927407,0.325684,-0.971191,0.00341797
1523946836949467,0.333496,-0.96582,0.00195313
1523946836971526,0.322754,-0.985352,-0.00390625
1523946836987566,0.313477,-0.974121,-0.00537109
1523946837009625,0.326172,-0.959473,-0.000976563
1523946837031689,0.336914,-0.960449,0.00146484
1523946837047729,0.333496,-0.977051,0.00488281
1523946837069785,0.343262,-0.98877,0.000488281
1523946837091848,0.32666,-0.983887,0.00878906
1523946837107894,0.325684,-0.973145,0.00488281
1523946837129947,0.32959,-0.949707,0.000488281
1523946837153007,0.334473,-0.97168,0.000976563
1523946837167045,0.327637,-0.994141,-0.00292969
1523946837190106,0.333008,-0.981445,0.00390625
1523946837213170,0.325195,-0.972168,0.00439453
1523946837227204,0.32666,-0.962891,0.00341797
1523946837250268,0.328613,-0.986328,0.00683594
1523946837273327,0.334961,-0.981445,0.00634766
1523946837287365,0.344238,-0.935059,0.00634766
1523946837309423,0.331055,-0.959961,0.00244141
1523946837332485,0.334473,-0.979004,0.00292969
1523946837347524,0.331055,-0.967773,0.0180664
1523946837369582,0.32666,-0.970215,0.00195313
1523946837392645,0.328125,-0.98291,0.00585938
1523946837407692,0.333008,-0.964844,0.0107422
1523946837429743,0.324219,-0.964355,0.00732422
1523946837452803,0.33252,-0.98584,0.00244141
1523946837466842,0.328613,-0.952148,-0.00390625
1523946837489904,0.341797,-0.958984,0.00195313
1523946837512965,0.338379,-0.966309,-0.00341797
1523946837527001,0.340332,-0.998047,-0.000488281
1523946837550062,0.337402,-0.984375,-0.000976563
1523946837573123,0.336914,-0.951172,-0.00683594
1523946837587160,0.32959,-0.95752,-0.00634766
1523946837610222,0.32666,-0.983887,-0.0102539
1523946837633285,0.313477,-0.986328,-0.00830078
1523946837654340,0.307129,-0.98291,-0.0258789
1523946837669379,0.294922,-0.969727,-0.0214844
1523946837693445,0.30957,-0.993164,-0.0234375
1523946837715503,0.320801,-0.995117,-0.0258789
1523946837729540,0.32373,-0.991699,-0.0117188
1523946837752602,0.327148,-0.975586,0.00439453
1523946837773663,0.304688,-0.975586,0.00244141
1523946837789700,0.31543,-0.991699,0.000976563
1523946837812764,0.306152,-0.97998,-0.00195313
1523946837833818,0.3125,-0.97998,-0.0219727
1523946837849860,0.303223,-0.986816,-0.0214844
1523946837872920,0.321777,-0.993164,-0.0126953
1523946837893977,0.320313,-0.974121,-0.0185547
1523946837910020,0.330566,-0.954102,-0.0112305
1523946837932078,0.317383,-0.978027,-0.0161133
1523946837954136,0.313965,-0.973633,-0.00878906
1523946837978204,0.33252,-0.963379,-0.0175781
1523946837992239,0.304199,-0.966309,-0.0253906
1523946838014301,0.307129,-0.968262,-0.0253906
1523946838030343,0.295898,-0.981445,-0.0268555
1523946838052399,0.292969,-0.95459,-0.03125
1523946838074458,0.273926,-0.96582,-0.0410156
1523946838090504,0.269043,-1.00293,-0.0454102
1523946838112559,0.270996,-1.03223,-0.0405273
1523946838135619,0.26709,-1.01172,-0.0332031
1523946838149657,0.28125,-0.94873,-0.0551758
1523946838172717,0.279297,-0.94043,-0.050293
1523946838195782,0.277344,-0.984863,-0.0556641
1523946838209816,0.278809,-1.03418,-0.065918
1523946838231876,0.280762,-1.01074,-0.0644531
1523946838255939,0.294434,-0.969727,-0.0693359
1523946838269976,0.291016,-0.964355,-0.0722656
1523946838292036,0.283691,-1.00928,-0.0732422
1523946838315098,0.271484,-1.02539,-0.0727539
1523946838330136,0.274902,-0.983398,-0.0922852
1523946838352194,0.263672,-0.992676,-0.0908203
1523946838375257,0.279297,-0.987305,-0.0834961
1523946838396316,0.244141,-0.996094,-0.10791
1523946838412356,0.242676,-1.01367,-0.0854492
1523946838435416,0.259766,-0.984375,-0.0810547
1523946838449454,0.255371,-0.987793,-0.0834961
1523946838472515,0.274414,-0.976074,-0.0844727
1523946838495581,0.287109,-0.979004,-0.0893555
1523946838516633,0.278809,-0.999512,-0.081543
1523946838532674,0.284668,-1.00293,-0.0976563
1523946838555738,0.28125,-0.967773,-0.103027
1523946838576795,0.292969,-1.03613,-0.105957
1523946838592835,0.262207,-1.04883,-0.119629
1523946838615898,0.261719,-1.05664,-0.140137
1523946838636952,0.248535,-1.05811,-0.134766
1523946838651993,0.226563,-1.01318,-0.122559
1523946838675056,0.276855,-0.950195,-0.108398
1523946838696111,0.264648,-0.915527,-0.0771484
1523946838712156,0.276855,-1.00098,-0.0488281
1523946838735214,0.289063,-1.02783,-0.0219727
1523946838756269,0.306152,-0.973633,-0.00927734
1523946838772311,0.294922,-0.903809,-0.0166016
1523946838796377,0.313965,-0.907715,-0.034668
1523946838816429,0.303711,-1.00244,-0.0561523
1523946838832471,0.304688,-1.05078,-0.0776367
1523946838854530,0.28418,-1.02881,-0.0947266
1523946838876589,0.267578,-0.991699,-0.12207
1523946838892631,0.26123,-0.982422,-0.114746
1523946838914692,0.244629,-0.990234,-0.124512
1523946838936749,0.248535,-0.98877,-0.11084
1523946838951790,0.263184,-0.969238,-0.115723
1523946838974851,0.282227,-0.956543,-0.100586
1523946838996911,0.271484,-0.957031,-0.123047
1523946839011951,0.278809,-1.00391,-0.125488
1523946839035010,0.278809,-0.98877,-0.128906
1523946839058071,0.298828,-0.970215,-0.143555
1523946839072109,0.303223,-0.971191,-0.125977
1523946839095177,0.30127,-0.975586,-0.138672
1523946839118231,0.293945,-0.975586,-0.15918
1523946839132269,0.325684,-0.947754,-0.157715
1523946839155335,0.305176,-0.958008,-0.17334
1523946839178394,0.309082,-0.980957,-0.168945
1523946839192429,0.302246,-0.966309,-0.181641
1523946839214493,0.296387,-0.9375,-0.186523
1523946839237563,0.3125,-0.929199,-0.203125
1523946839252589,0.321289,-0.93457,-0.211426
1523946839274649,0.335938,-0.96875,-0.220703
1523946839299714,0.348633,-0.945313,-0.223145
1523946839318766,0.358887,-0.938965,-0.237793
1523946839334807,0.368164,-0.952637,-0.225586
1523946839357870,0.391602,-0.946289,-0.23584
1523946839378928,0.413086,-0.932617,-0.274902
1523946839394967,0.453613,-0.939453,-0.289063
1523946839418030,0.426758,-0.937012,-0.320801
1523946839439086,0.427246,-0.960938,-0.322266
1523946839455127,0.418945,-0.942383,-0.333496
1523946839478190,0.40918,-0.898926,-0.320801
1523946839499247,0.38916,-0.904297,-0.318359
1523946839515288,0.370117,-0.910645,-0.320801
1523946839538348,0.365723,-0.899902,-0.321289
1523946839559405,0.356934,-0.924805,-0.31543
1523946839574445,0.394531,-0.928711,-0.337402
1523946839597508,0.416016,-0.947754,-0.342773
1523946839619565,0.412598,-0.937988,-0.342285
1523946839635606,0.431641,-0.923828,-0.33252
1523946839657666,0.443848,-0.892578,-0.337402
1523946839678723,0.446777,-0.940918,-0.317871
1523946839694765,0.416992,-0.947754,-0.328613
1523946839717825,0.404297,-0.862305,-0.334961
1523946839738902,0.415527,-0.852051,-0.342285
1523946839754924,0.424805,-0.885742,-0.350098
1523946839777990,0.427246,-0.898438,-0.34668
1523946839799042,0.431641,-0.89209,-0.37207
1523946839815084,0.444336,-0.872559,-0.370117
1523946839837143,0.426758,-0.91748,-0.371582
1523946839859202,0.403809,-0.901367,-0.36084
1523946839875244,0.405273,-0.878418,-0.36377
1523946839898308,0.431641,-0.874023,-0.35791
1523946839919362,0.431152,-0.893555,-0.347168
1523946839934401,0.432129,-0.898926,-0.33252
1523946839957463,0.448242,-0.897461,-0.333496
1523946839979523,0.478516,-0.894043,-0.333984
1523946839994565,0.484375,-0.909668,-0.34668
1523946840017622,0.48584,-0.946289,-0.339355
1523946840040685,0.445313,-0.937988,-0.333008
1523946840054721,0.42627,-0.895508,-0.336914
1523946840077788,0.418457,-0.873047,-0.348633
1523946840100843,0.409668,-0.867188,-0.349121
1523946840114881,0.405273,-0.902344,-0.35498
1523946840136940,0.452148,-0.890625,-0.337402
1523946840161008,0.466309,-0.877441,-0.338867
1523946840175042,0.452148,-0.835449,-0.342773
1523946840197100,0.462402,-0.814453,-0.340332
1523946840220161,0.451172,-0.807617,-0.352539
1523946840235200,0.480469,-0.812012,-0.355957
1523946840257261,0.486816,-0.872559,-0.368652
1523946840280323,0.478516,-0.880371,-0.358398
1523946840301378,0.500977,-0.868652,-0.357422
1523946840317421,0.499023,-0.841309,-0.355469
1523946840340481,0.51123,-0.855469,-0.336426
1523946840354519,0.512695,-0.865234,-0.394043
1523946840377582,0.539551,-0.878418,-0.382324
1523946840400642,0.531738,-0.842285,-0.384766
1523946840414678,0.509766,-0.839355,-0.388672
1523946840437741,0.521484,-0.853516,-0.400879
1523946840460802,0.501953,-0.884766,-0.404297
1523946840481858,0.479004,-0.896484,-0.427734
1523946840496898,0.448242,-0.901367,-0.428223
1523946840520963,0.413086,-0.919922,-0.421387
1523946840542019,0.369141,-0.908691,-0.403809
1523946840557056,0.342773,-0.910156,-0.421387
1523946840580120,0.321777,-0.906738,-0.425781
1523946840601176,0.312012,-0.90332,-0.42041
1523946840617217,0.311035,-0.87207,-0.412598
1523946840640279,0.330566,-0.849609,-0.412598
1523946840661336,0.34375,-0.851074,-0.425293
1523946840677378,0.361816,-0.84668,-0.430664
1523946840700437,0.383789,-0.85498,-0.421387
1523946840721493,0.386719,-0.83252,-0.419434
1523946840737537,0.397461,-0.830566,-0.413574
1523946840759598,0.44043,-0.81543,-0.432617
1523946840781655,0.458008,-0.806641,-0.45166
1523946840797698,0.459961,-0.857422,-0.433594
1523946840819755,0.442383,-0.859375,-0.424805
1523946840841815,0.445801,-0.845703,-0.409668
1523946840856856,0.461914,-0.850098,-0.424805
1523946840879917,0.437988,-0.892578,-0.414551
1523946840901973,0.425293,-0.899414,-0.402344
1523946840917015,0.427246,-0.864746,-0.414551
1523946840940075,0.444336,-0.861816,-0.418945
1523946840963138,0.444336,-0.871094,-0.43457
1523946840977174,0.424805,-0.881348,-0.438965
1523946841000238,0.424805,-0.862305,-0.437012
1523946841023298,0.424805,-0.863281,-0.438477
1523946841037333,0.424316,-0.859863,-0.435059
1523946841060397,0.411621,-0.858398,-0.432129
1523946841083456,0.409668,-0.849121,-0.429688
1523946841097493,0.418945,-0.846191,-0.432617
1523946841119553,0.425781,-0.861816,-0.421875
1523946841142616,0.43457,-0.853027,-0.431641
1523946841157654,0.450684,-0.847168,-0.418457
1523946841179712,0.468262,-0.851563,-0.417969
1523946841202774,0.462891,-0.877441,-0.439941
1523946841216813,0.464844,-0.836914,-0.464355
1523946841239873,0.454102,-0.830078,-0.458008
1523946841262934,0.413086,-0.874512,-0.458984
1523946841276971,0.420898,-0.862305,-0.437988
1523946841300031,0.382813,-0.776367,-0.507813
1523946841323093,0.410645,-0.854492,-0.478027
1523946841337134,0.390137,-0.864746,-0.495117
1523946841360216,0.42041,-0.819336,-0.483887
1523946841383253,0.42627,-0.807617,-0.440918
1523946841397290,0.439941,-0.808594,-0.443359
1523946841419349,0.463867,-0.811035,-0.449707
1523946841443415,0.453613,-0.832031,-0.463379
1523946841464470,0.443359,-0.833496,-0.452637
1523946841479509,0.428711,-0.840332,-0.47168
1523946841502570,0.425293,-0.822754,-0.504395
1523946841523627,0.449219,-0.833008,-0.511719
1523946841539668,0.423828,-0.822266,-0.527832
1523946841562732,0.390625,-0.84082,-0.527344
1523946841583787,0.379395,-0.845703,-0.516602
1523946841599829,0.375977,-0.846191,-0.509277
1523946841622890,0.39209,-0.817871,-0.490234
1523946841643948,0.434082,-0.807617,-0.495117
1523946841659992,0.455078,-0.795898,-0.498047
1523946841683051,0.458008,-0.821289,-0.512695
1523946841704116,0.455078,-0.850586,-0.48584
1523946841726174,0.445313,-0.838379,-0.486328
1523946841742210,0.465332,-0.836914,-0.501953
1523946841764268,0.458008,-0.834961,-0.499023
1523946841780308,0.426758,-0.858398,-0.505859
1523946841802368,0.414551,-0.831055,-0.514648
1523946841824428,0.413574,-0.829102,-0.504395
1523946841839467,0.404785,-0.837402,-0.501465
1523946841862530,0.42041,-0.84375,-0.504883
1523946841885589,0.433594,-0.847656,-0.495117
