timestamp,x,y,z,w
1523946849827704,-0.172791,0.672119,-0.71936,-0.0305176
1523946849849763,-0.173523,0.671814,-0.719482,-0.0297241
1523946849870821,-0.174561,0.671387,-0.719666,-0.0291748
1523946849886862,-0.175598,0.671387,-0.719421,-0.0291748
1523946849909921,-0.176575,0.671265,-0.719238,-0.0297852
1523946849930981,-0.177612,0.670837,-0.71936,-0.0304565
1523946849953041,-0.178406,0.670593,-0.719421,-0.0308228
1523946849970083,-0.178772,0.670898,-0.719055,-0.0308228
1523946849991138,-0.179077,0.671082,-0.718811,-0.0308838
1523946850013196,-0.179199,0.671265,-0.718567,-0.0303345
1523946850030251,-0.179871,0.671082,-0.718628,-0.0303345
1523946850051298,-0.180237,0.671692,-0.717957,-0.0299683
1523946850073356,-0.180603,0.672241,-0.717346,-0.0297241
1523946850089399,-0.180664,0.67218,-0.717407,-0.0291138
1523946850110457,-0.180969,0.672058,-0.717529,-0.0283813
1523946850133517,-0.180908,0.671631,-0.717896,-0.0276489
1523946850149559,-0.180664,0.671509,-0.71814,-0.0266724
1523946850170617,-0.180542,0.671509,-0.718262,-0.0257568
1523946850193676,-0.180542,0.671143,-0.718567,-0.0250854
1523946850209718,-0.180542,0.670715,-0.718994,-0.0245361
1523946850231778,-0.180359,0.670654,-0.719116,-0.0238647
1523946850261857,-0.180237,0.671143,-0.718689,-0.0231934
1523946850269880,-0.180359,0.671509,-0.718323,-0.0223999
1523946850291938,-0.181152,0.671875,-0.717834,-0.0219727
1523946850314007,-0.182251,0.672241,-0.717224,-0.0214844
